Lambda	b	b0	p	w
41238.500000	-23.800827	0.000000	-0.017571	-0.005752
41243.601562	-28.736658	0.000000	-0.018418	-0.006663
41248.699219	-36.972986	0.000000	-0.019519	-0.008055
41253.800781	-48.811501	0.000000	-0.021007	-0.010655
41258.898437	-57.617570	0.000000	-0.021260	-0.011970
41263.898437	-63.882927	0.000000	-0.021060	-0.012890
41269.000000	-67.161557	0.000000	-0.020758	-0.013292
41274.101562	-71.336342	0.000000	-0.021154	-0.013938
41279.101562	-73.965685	0.000000	-0.020366	-0.013736
41284.199219	-80.021385	0.000000	-0.019689	-0.013938
41289.199219	-84.170505	0.000000	-0.018234	-0.013020
41294.300781	-87.711663	0.000000	-0.017312	-0.011444
41299.300781	-90.529021	0.000000	-0.016258	-0.011280
41304.300781	-95.155858	0.000000	-0.016228	-0.012165
41309.300781	-95.601196	0.000000	-0.015325	-0.012951
41314.300781	-94.780540	0.000000	-0.015421	-0.014632
41319.398437	-90.655195	0.000000	-0.015098	-0.015474
41324.398437	-85.370481	0.000000	-0.015057	-0.015544
41329.300781	-82.413130	0.000000	-0.014526	-0.016107
41334.300781	-83.006189	0.000000	-0.014629	-0.017016
41339.300781	-87.847784	0.000000	-0.014448	-0.018826
41344.300781	-96.290013	0.000000	-0.014989	-0.022418
41349.300781	-102.297622	0.000000	-0.015236	-0.025697
41354.199219	-104.299737	0.000000	-0.015770	-0.028551
41359.199219	-98.565880	0.000000	-0.016350	-0.030679
41364.101562	-93.236755	0.000000	-0.018474	-0.035358
41369.101562	-87.058418	0.000000	-0.021563	-0.041167
41374.000000	-84.630992	0.000000	-0.024426	-0.046933
41379.000000	-81.927798	0.000000	-0.026897	-0.051620
41383.898437	-76.838472	0.000000	-0.028999	-0.055273
41388.800781	-59.432028	0.000000	-0.031658	-0.058475
41393.800781	-41.411874	0.000000	-0.035142	-0.063577
41398.699219	-27.906578	0.000000	-0.039791	-0.069866
41403.601562	-22.550660	0.000000	-0.043151	-0.074137
41408.500000	-13.727181	0.000000	-0.044990	-0.075360
41413.398437	15.754029	0.000000	-0.044426	-0.072020
41418.300781	69.352677	0.000000	-0.044220	-0.066629
41423.199219	122.486851	0.000000	-0.043182	-0.058969
41428.101562	153.061519	0.000000	-0.040946	-0.049463
41432.898437	152.006058	0.000000	-0.035997	-0.038230
41437.800781	127.248191	0.000000	-0.029080	-0.025248
41442.699219	93.782383	0.000000	-0.020191	-0.012844
41447.500000	57.230218	0.000000	-0.012691	-0.004784
41452.398437	15.322507	0.000000	-0.006370	-0.001208
41457.300781	-23.285292	0.000000	-0.000829	0.001573
41462.101562	-54.974287	0.000000	0.003387	0.002743
41466.898437	-76.655243	0.000000	0.005593	0.003997
41471.800781	-86.317852	0.000000	0.006652	0.005366
41476.601562	-90.384397	0.000000	0.005615	0.005923
41481.398437	-91.031327	0.000000	0.004180	0.005008
41486.300781	-92.419454	0.000000	0.002048	0.003354
41491.101562	-89.267089	0.000000	0.000784	0.002436
41495.898437	-84.761574	0.000000	0.000002	0.002590
41500.699219	-73.449166	0.000000	0.000314	0.005667
41505.500000	-64.942987	0.000000	-0.000140	0.007889
41510.300781	-56.015184	0.000000	-0.000340	0.008667
41515.101562	-54.038211	0.000000	-0.001317	0.006617
41519.898437	-51.272078	0.000000	-0.002149	0.004138
41524.699219	-50.050980	0.000000	-0.003169	0.001912
41529.398437	-42.802065	0.000000	-0.004147	0.002273
41534.199219	-34.852698	0.000000	-0.005421	0.003147
41539.000000	-22.616539	0.000000	-0.006401	0.004646
41543.699219	-12.627067	0.000000	-0.006861	0.006328
41548.500000	-5.592732	0.000000	-0.007354	0.006043
41553.199219	-1.791424	0.000000	-0.007209	0.005863
41558.000000	2.408753	0.000000	-0.006966	0.005594
41562.699219	7.085612	0.000000	-0.006198	0.006962
41567.398437	18.164315	0.000000	-0.004613	0.010174
41572.101562	29.127414	0.000000	-0.002772	0.013481
41576.898437	39.292381	0.000000	-0.001166	0.015022
41581.601562	47.442134	0.000000	0.000552	0.017720
41586.300781	53.595985	0.000000	0.002034	0.019339
41591.000000	59.236296	0.000000	0.003833	0.022157
41595.699219	66.827152	0.000000	0.006111	0.025422
41600.398437	71.769697	0.000000	0.006809	0.026792
41605.101562	73.263161	0.000000	0.006911	0.025675
41609.699219	70.208560	0.000000	0.006543	0.024536
41614.398437	70.646383	0.000000	0.007394	0.024608
41619.101562	70.638178	0.000000	0.008248	0.025489
41623.699219	72.246779	0.000000	0.009520	0.026785
41628.398437	71.069249	0.000000	0.008662	0.025427
41633.000000	68.129044	0.000000	0.007470	0.021700
41637.699219	64.373404	0.000000	0.006526	0.017963
41642.300781	65.753718	0.000000	0.007435	0.017115
41646.898437	62.232353	0.000000	0.008408	0.015967
41651.500000	56.257934	0.000000	0.009489	0.015334
41656.199219	46.247054	0.000000	0.009873	0.013600
41660.800781	34.356422	0.000000	0.010315	0.011485
41665.398437	19.087441	0.000000	0.010104	0.008231
41670.000000	5.299457	0.000000	0.010078	0.006566
41674.500000	-10.146587	0.000000	0.009422	0.002860
41679.101562	-20.429316	0.000000	0.007932	-0.000567
41683.699219	-24.499063	0.000000	0.006416	-0.003878
41688.300781	-22.163680	0.000000	0.004556	-0.007057
41692.800781	-18.653022	0.000000	0.002489	-0.010361
41697.398437	-14.481183	0.000000	0.001188	-0.012513
41701.898437	-8.072687	0.000000	0.000403	-0.014585
41706.500000	-1.858379	0.000000	-0.000709	-0.015732
41711.000000	1.486026	0.000000	-0.001599	-0.017141
41715.500000	4.411907	0.000000	-0.003122	-0.019080
41720.000000	9.355142	0.000000	-0.004044	-0.019917
41724.601562	12.490025	0.000000	-0.004772	-0.020768
41729.101562	21.670528	0.000000	-0.004946	-0.020491
41733.601562	27.294704	0.000000	-0.005213	-0.020486
41738.101562	29.741278	0.000000	-0.005361	-0.020430
41742.500000	24.756324	0.000000	-0.005079	-0.021283
41747.000000	15.294533	0.000000	-0.004512	-0.022791
41751.500000	2.898098	0.000000	-0.003917	-0.023867
41755.898437	-3.993217	0.000000	-0.003261	-0.023604
41760.398437	-6.137082	0.000000	-0.001704	-0.022189
41764.800781	-1.139234	0.000000	-0.000087	-0.018914
41769.300781	6.129860	0.000000	0.002565	-0.014959
41773.699219	12.320493	0.000000	0.004923	-0.012123
41778.101562	18.844868	0.000000	0.006842	-0.008834
41782.500000	22.360351	0.000000	0.007667	-0.007487
41786.898437	23.824668	0.000000	0.008043	-0.006384
41791.300781	25.219674	0.000000	0.008645	-0.004570
41795.699219	28.320988	0.000000	0.008908	-0.003378
41800.101562	31.794663	0.000000	0.009430	-0.001394
41804.500000	36.018587	0.000000	0.009962	0.001176
41808.898437	38.880299	0.000000	0.010798	0.002289
41813.199219	46.175343	0.000000	0.011845	0.005115
41817.601562	54.635921	0.000000	0.013845	0.008771
41821.898437	67.508081	0.000000	0.015726	0.012198
41826.199219	72.366824	0.000000	0.017214	0.013985
41830.601562	74.850335	0.000000	0.017982	0.015501
41834.898437	77.882187	0.000000	0.018611	0.016293
41839.199219	82.503328	0.000000	0.018734	0.017317
41843.500000	85.927462	0.000000	0.018771	0.018137
41847.800781	92.929490	0.000000	0.019755	0.020727
41852.101562	86.636555	0.000000	0.019980	0.019568
41856.398437	82.038542	0.000000	0.020883	0.020492
41860.601562	72.471385	0.000000	0.020823	0.019529
41864.898437	61.799925	0.000000	0.020335	0.018537
41869.101562	50.665388	0.000000	0.020243	0.018853
41873.398437	44.787871	0.000000	0.020950	0.020868
41877.601562	30.242458	0.000000	0.021104	0.019475
41881.898437	16.251792	0.000000	0.022903	0.020016
41886.101562	-4.824423	0.000000	0.025506	0.019852
41890.300781	-24.155288	0.000000	0.030353	0.020473
41894.500000	-36.723086	0.000000	0.038613	0.022733
41898.699219	-29.488338	0.000000	0.048899	0.025691
41902.898437	0.188003	0.000000	0.058051	0.027916
41907.000000	61.312183	0.000000	0.065926	0.033609
41911.199219	140.880406	0.000000	0.070944	0.041781
41915.398437	218.427597	0.000000	0.073447	0.049536
41919.500000	268.074269	0.000000	0.074931	0.055629
41923.699219	278.815952	0.000000	0.077111	0.057571
41927.800781	255.466994	0.000000	0.078657	0.056440
41931.898437	220.027439	0.000000	0.081371	0.055328
41936.101562	178.270411	0.000000	0.084000	0.053449
41940.199219	145.399316	0.000000	0.086901	0.053332
41944.300781	115.269471	0.000000	0.088708	0.052494
41948.398437	92.948980	0.000000	0.090358	0.052172
41952.500000	75.909822	0.000000	0.090634	0.052236
41956.601562	68.552932	0.000000	0.091256	0.054154
41960.601562	59.648123	0.000000	0.091658	0.055157
41964.699219	55.483318	0.000000	0.091727	0.057472
41968.800781	49.902825	0.000000	0.091669	0.059277
41972.800781	45.819024	0.000000	0.090824	0.061578
41976.800781	41.823864	0.000000	0.089434	0.062596
41980.898437	35.516319	0.000000	0.087894	0.063411
41984.898437	28.368617	0.000000	0.086739	0.063687
41988.898437	21.056164	0.000000	0.084930	0.063772
41992.898437	13.964955	0.000000	0.083798	0.065058
41996.898437	4.364863	0.000000	0.081991	0.066132
42000.898437	-5.135438	0.000000	0.079632	0.065780
42004.898437	-20.500304	0.000000	0.076430	0.063537
42008.898437	-32.938668	0.000000	0.073080	0.061622
42012.898437	-43.147954	0.000000	0.069509	0.060500
42016.898437	-52.284781	0.000000	0.065316	0.058641
42020.800781	-56.049818	0.000000	0.061518	0.059033
42024.800781	-58.940136	0.000000	0.058405	0.058942
42028.699219	-67.392457	0.000000	0.055686	0.056645
42032.699219	-75.827022	0.000000	0.051582	0.053122
42036.601562	-82.812718	0.000000	0.047954	0.051678
42040.500000	-92.015536	0.000000	0.042788	0.047063
42044.398437	-95.172890	0.000000	0.038041	0.045519
42048.398437	-93.983933	0.000000	0.033716	0.044165
42052.300781	-99.166834	0.000000	0.029352	0.039973
42056.199219	-101.331770	0.000000	0.024397	0.034543
42060.101562	-107.279534	0.000000	0.020179	0.030361
42063.898437	-112.542349	0.000000	0.015911	0.025206
42067.800781	-115.629825	0.000000	0.012247	0.023421
42071.699219	-116.128947	0.000000	0.008148	0.021287
42075.601562	-113.324508	0.000000	0.003732	0.018896
42079.398437	-108.298553	0.000000	-0.000495	0.016032
42083.300781	-104.412889	0.000000	-0.004570	0.013295
42087.199219	-106.652311	0.000000	-0.009369	0.007501
42091.000000	-104.089833	0.000000	-0.012885	0.005657
42094.898437	-99.440304	0.000000	-0.016087	0.003680
42098.699219	-88.251419	0.000000	-0.018432	0.004963
42102.500000	-79.783118	0.000000	-0.020984	0.004950
42106.398437	-77.783640	0.000000	-0.024663	0.003134
42110.199219	-78.929703	0.000000	-0.028279	-0.002497
42114.000000	-82.459533	0.000000	-0.033575	-0.009006
42117.898437	-85.389907	0.000000	-0.037356	-0.016500
42121.699219	-83.099637	0.000000	-0.040027	-0.018638
42125.500000	-83.231630	0.000000	-0.042191	-0.022499
42129.300781	-80.600364	0.000000	-0.045048	-0.024188
42133.101562	-77.330576	0.000000	-0.048159	-0.027111
42136.898437	-78.987741	0.000000	-0.052928	-0.032954
42140.699219	-75.753315	0.000000	-0.055656	-0.037390
42144.500000	-69.156722	0.000000	-0.057758	-0.037405
42148.300781	-73.314958	0.000000	-0.060584	-0.042805
42152.101562	-64.796406	0.000000	-0.063668	-0.042720
42155.898437	-83.627965	0.000000	-0.069730	-0.056018
42159.699219	-72.639539	0.000000	-0.072849	-0.060345
42163.500000	-58.174725	0.000000	-0.076229	-0.066962
42167.300781	-21.965182	0.000000	-0.075721	-0.067668
42171.101562	-2.676294	0.000000	-0.079057	-0.075523
42174.898437	34.337211	0.000000	-0.079069	-0.077178
42178.601562	21.250530	0.000000	-0.081572	-0.094370
42182.398437	68.181425	0.000000	-0.078914	-0.091545
42186.199219	90.935398	0.000000	-0.074200	-0.093528
42190.000000	163.265175	0.000000	-0.070520	-0.086329
42193.800781	186.850261	0.000000	-0.072790	-0.092774
42197.601562	209.592956	0.000000	-0.077967	-0.106516
42201.398437	178.293629	0.000000	-0.082379	-0.136112
5415.859863	0.342272	0.000000	-0.002662	-0.002287
5421.859863	3.192389	0.000000	-0.007918	-0.005626
5427.859863	5.650349	0.000000	-0.010959	-0.006871
5433.850098	5.252013	0.000000	-0.010014	-0.005777
5439.819824	3.525193	0.000000	-0.005601	-0.002327
5445.779785	-1.808003	0.000000	0.001993	0.002461
5451.729980	-4.572258	0.000000	0.004744	0.003364
5457.669922	-2.126249	0.000000	0.002619	0.001421
5463.600098	-1.188778	0.000000	0.002078	0.000608
5469.510254	-1.099464	0.000000	0.001709	0.000086
5475.410156	-0.967012	0.000000	0.001639	0.000213
5481.299805	-1.760913	0.000000	0.001802	0.000647
5487.180176	-1.291132	0.000000	0.001691	0.001500
5493.049805	-0.946892	0.000000	0.001387	0.001504
5498.899902	-1.089457	0.000000	0.001202	0.001114
5504.750000	-1.916452	0.000000	0.000972	0.000600
5510.580078	-2.855741	0.000000	0.001085	0.000042
5516.399902	-1.891781	0.000000	0.001362	0.000122
5522.200195	-2.107253	0.000000	0.000929	-0.000378
5528.000000	-2.560033	0.000000	0.000544	-0.000907
5533.779785	-1.299198	0.000000	0.000713	-0.000244
5539.549805	-1.343291	0.000000	0.000999	0.000280
5545.310059	-1.303166	0.000000	0.001464	0.000856
5551.049805	-0.601300	0.000000	0.001802	0.001418
5556.779785	-1.151635	0.000000	0.001578	0.000976
5562.500000	-1.223640	0.000000	0.001088	0.000377
5568.209961	-0.913437	0.000000	0.000701	0.000137
5573.910156	-0.372918	0.000000	0.000666	0.000400
5579.589844	0.680104	0.000000	0.000837	0.000908
5585.260254	1.934377	0.000000	0.000880	0.001070
5590.919922	2.680718	0.000000	0.000834	0.001109
5596.569824	2.484468	0.000000	0.000624	0.001150
5602.200195	0.420495	0.000000	0.000383	0.000575
5607.819824	-1.553630	0.000000	0.000436	0.000251
5613.430176	-2.599830	0.000000	0.000463	-0.000045
5619.029785	-2.593340	0.000000	0.000391	-0.000484
5624.609863	-0.448814	0.000000	0.000458	0.000145
5630.180176	1.687781	0.000000	0.000573	0.001013
5635.739746	2.370145	0.000000	0.000815	0.001310
5641.279785	2.193749	0.000000	0.000583	0.001013
5646.819824	0.608266	0.000000	-0.000285	-0.000362
5652.339844	-1.134340	0.000000	-0.001184	-0.001804
5657.839844	-1.418527	0.000000	-0.001965	-0.002494
5663.339844	-1.252123	0.000000	-0.002083	-0.002504
5668.819824	-0.249614	0.000000	-0.001519	-0.001564
5674.290039	0.149533	0.000000	-0.001081	-0.000748
5679.739746	0.322246	0.000000	-0.000622	-0.000256
5685.180176	2.236414	0.000000	0.000061	0.000628
5690.609863	4.663781	0.000000	0.000509	0.001442
5696.029785	6.327939	0.000000	0.001010	0.002169
5701.430176	6.770697	0.000000	0.001078	0.002356
5706.819824	5.000361	0.000000	0.000449	0.001318
5712.200195	3.219662	0.000000	-0.000221	0.000140
5717.560059	2.629537	0.000000	-0.000601	-0.000378
5722.919922	2.728658	0.000000	-0.000702	-0.000294
5728.250000	2.318469	0.000000	-0.000518	-0.000085
5733.580078	1.435248	0.000000	-0.000210	0.000231
5738.890137	0.556839	0.000000	-0.000071	0.000227
5744.189941	0.172072	0.000000	-0.000010	0.000142
5749.470215	0.084835	0.000000	0.000241	0.000518
5754.739746	0.352748	0.000000	0.000714	0.001041
5760.000000	0.519395	0.000000	0.001014	0.001295
5765.239746	0.354404	0.000000	0.001135	0.001383
5770.470215	-0.617854	0.000000	0.000977	0.000814
5775.689941	-1.542539	0.000000	0.000435	-0.000062
5780.899902	-2.414005	0.000000	-0.000001	-0.000529
5786.089844	-3.007970	0.000000	-0.000030	-0.000748
5791.260254	-2.054922	0.000000	0.000186	-0.000258
5796.430176	-1.109771	0.000000	0.000284	0.000274
5801.580078	-1.421831	0.000000	0.000141	0.000274
5806.709961	-1.448059	0.000000	0.000015	0.000332
5811.839844	-1.086211	0.000000	-0.000102	0.000450
5816.939941	-0.352387	0.000000	0.000090	0.000717
5822.040039	0.129858	0.000000	0.000421	0.000880
5827.120117	0.867707	0.000000	0.000646	0.000911
5832.189941	0.533691	0.000000	0.000574	0.000682
5837.239746	-0.317694	0.000000	0.000527	0.000416
5842.279785	-0.802462	0.000000	0.000266	-0.000001
5847.310059	-1.788656	0.000000	-0.000068	-0.000756
5852.319824	-2.625066	0.000000	-0.000077	-0.001323
5857.319824	-1.803644	0.000000	0.000011	-0.001102
5862.299805	-1.154890	0.000000	0.000050	-0.000715
5867.270020	-1.821399	0.000000	0.000215	-0.000557
5872.229980	-1.720080	0.000000	0.000182	-0.000287
5877.169922	-1.549697	0.000000	-0.000130	-0.000392
5882.100098	-1.302604	0.000000	-0.000208	-0.000472
5887.010254	0.047733	0.000000	-0.000083	0.000157
5891.910156	0.661359	0.000000	-0.000139	0.000313
5896.799805	-0.798162	0.000000	-0.000289	-0.000581
5901.669922	-1.092975	0.000000	-0.000566	-0.001238
5906.529785	-0.974514	0.000000	-0.001081	-0.001660
5911.370117	-1.095007	0.000000	-0.001099	-0.001520
5916.200195	0.185646	0.000000	-0.000689	-0.000553
5921.010254	-0.138151	0.000000	-0.000580	-0.000480
5925.810059	-1.675316	0.000000	-0.000537	-0.000970
5930.600098	-0.906491	0.000000	-0.000430	-0.000496
5935.370117	0.472328	0.000000	-0.000607	0.000026
5940.129883	1.617386	0.000000	-0.000474	0.000576
5944.870117	2.408595	0.000000	-0.000391	0.000730
5949.600098	0.685872	0.000000	-0.000484	-0.000193
5954.310059	-1.595269	0.000000	-0.000488	-0.000918
5959.010254	-1.399111	0.000000	-0.000657	-0.000867
5963.700195	0.416573	0.000000	-0.000505	-0.000497
5968.370117	0.438678	0.000000	-0.000181	-0.000312
5973.020020	0.428593	0.000000	0.000074	-0.000118
5977.660156	-0.839598	0.000000	-0.000424	-0.000686
5982.290039	-4.959483	0.000000	-0.001043	-0.001960
5986.899902	-1.927802	0.000000	-0.000564	-0.001104
5991.500000	4.108725	0.000000	-0.000053	0.000816
5996.080078	5.768912	0.000000	0.000076	0.001820
51000.601562	6.503155	0.000000	-0.000601	0.001617
51005.199219	1.222452	0.000000	-0.002455	-0.001498
51009.699219	-7.472079	0.000000	-0.003796	-0.005252
51014.199219	-1.685041	0.000000	-0.004903	-0.005225
51081.199219	5.584535	0.000000	-0.003055	-0.001325
51086.601562	5.425879	0.000000	0.002383	0.004172
51092.000000	4.650622	0.000000	0.005699	0.007253
51097.300781	-0.819717	0.000000	0.006620	0.006426
51102.699219	-4.828716	0.000000	0.005401	0.003882
51108.101562	-1.128215	0.000000	0.001206	0.000913
51113.398437	1.689971	0.000000	-0.000426	0.000076
51118.699219	0.449720	0.000000	0.000727	0.000789
51124.000000	0.981511	0.000000	0.000665	0.000696
51129.300781	1.616599	0.000000	0.000546	0.000645
51134.601562	2.533532	0.000000	0.000540	0.000862
51139.898437	3.125755	0.000000	0.000522	0.001009
51145.199219	3.377522	0.000000	0.000424	0.001057
51150.398437	2.735221	0.000000	0.000120	0.000735
51155.699219	1.398500	0.000000	-0.000305	0.000025
51160.898437	-0.146060	0.000000	-0.000669	-0.000701
51166.199219	-1.316086	0.000000	-0.000811	-0.001129
51171.398437	-2.027523	0.000000	-0.000800	-0.001246
51176.601562	-2.371112	0.000000	-0.000741	-0.001113
51181.800781	-2.573980	0.000000	-0.000743	-0.000991
51187.000000	-3.066150	0.000000	-0.000852	-0.001145
51192.199219	-3.102907	0.000000	-0.000870	-0.001232
51197.398437	-2.850478	0.000000	-0.000842	-0.001266
51202.500000	-2.776809	0.000000	-0.000842	-0.001392
51207.699219	-2.142396	0.000000	-0.000792	-0.001295
51212.800781	-1.113157	0.000000	-0.000665	-0.000922
51218.000000	-0.700042	0.000000	-0.000527	-0.000617
51223.101562	-0.412425	0.000000	-0.000290	-0.000266
51228.300781	-0.216877	0.000000	-0.000065	-0.000036
51233.398437	-0.651298	0.000000	-0.000005	-0.000122
51238.500000	-0.935431	0.000000	-0.000087	-0.000131
51243.601562	-1.303803	0.000000	-0.000192	-0.000225
51248.699219	-1.985812	0.000000	-0.000260	-0.000381
51253.800781	-2.043070	0.000000	-0.000170	-0.000383
51258.898437	-1.512936	0.000000	0.000001	-0.000226
51263.898437	-0.960704	0.000000	0.000051	-0.000122
51269.000000	-0.767485	0.000000	-0.000017	-0.000117
51274.101562	-0.659285	0.000000	0.000036	-0.000044
51279.101562	-0.867298	0.000000	0.000138	-0.000008
51284.199219	-0.974178	0.000000	0.000213	0.000079
51289.199219	-0.749745	0.000000	0.000244	0.000259
51294.300781	-0.669817	0.000000	0.000198	0.000166
51299.300781	-0.741024	0.000000	0.000102	-0.000073
51304.300781	-0.514959	0.000000	0.000095	-0.000166
51309.300781	0.001291	0.000000	0.000077	-0.000257
51314.300781	0.467067	0.000000	0.000020	-0.000252
51319.398437	0.887180	0.000000	0.000038	-0.000102
51324.398437	0.782735	0.000000	0.000054	-0.000077
51329.300781	0.220660	0.000000	0.000050	-0.000153
51334.300781	-0.492585	0.000000	0.000017	-0.000244
51339.300781	-1.359907	0.000000	-0.000036	-0.000559
51344.300781	-1.428342	0.000000	-0.000080	-0.000690
51349.300781	-0.822607	0.000000	-0.000080	-0.000624
51354.199219	0.365575	0.000000	-0.000110	-0.000487
51359.199219	1.078852	0.000000	-0.000272	-0.000685
51364.101562	1.155091	0.000000	-0.000515	-0.001049
51369.101562	0.874584	0.000000	-0.000593	-0.001151
51374.000000	0.550239	0.000000	-0.000526	-0.001031
51379.000000	0.797863	0.000000	-0.000456	-0.000837
51383.898437	2.271219	0.000000	-0.000471	-0.000668
51388.800781	3.529662	0.000000	-0.000615	-0.000830
51393.800781	3.116717	0.000000	-0.000814	-0.001148
51398.699219	1.925459	0.000000	-0.000798	-0.001034
51403.601562	1.438956	0.000000	-0.000517	-0.000533
51408.500000	3.860735	0.000000	-0.000130	0.000216
51413.398437	8.322562	0.000000	0.000080	0.000877
51418.300781	10.657491	0.000000	0.000121	0.001297
51423.199219	8.320311	0.000000	0.000335	0.001702
51428.101562	2.884427	0.000000	0.000712	0.002051
51432.898437	-2.612991	0.000000	0.001190	0.002406
51437.800781	-5.853827	0.000000	0.001589	0.002530
51442.699219	-7.016948	0.000000	0.001638	0.002041
51447.500000	-7.825377	0.000000	0.001382	0.001170
51452.398437	-8.041156	0.000000	0.001189	0.000637
51457.300781	-7.063450	0.000000	0.000975	0.000393
51462.101562	-5.332947	0.000000	0.000645	0.000244
51466.898437	-3.106659	0.000000	0.000329	0.000269
51471.800781	-1.385864	0.000000	0.000006	0.000193
51476.601562	-0.475501	0.000000	-0.000242	-0.000036
51481.398437	-0.186946	0.000000	-0.000349	-0.000240
51486.300781	0.180891	0.000000	-0.000339	-0.000257
51491.101562	0.761474	0.000000	-0.000214	-0.000091
51495.898437	1.553967	0.000000	-0.000052	0.000313
51500.699219	1.966901	0.000000	-0.000012	0.000535
51505.500000	1.796779	0.000000	-0.000055	0.000314
51510.300781	1.014790	0.000000	-0.000116	-0.000153
51515.101562	0.457008	0.000000	-0.000185	-0.000474
51519.898437	0.434824	0.000000	-0.000187	-0.000456
51524.699219	0.880800	0.000000	-0.000184	-0.000163
51529.398437	1.459764	0.000000	-0.000227	0.000108
51534.199219	1.996294	0.000000	-0.000223	0.000224
51539.000000	2.207742	0.000000	-0.000137	0.000310
51543.699219	1.701413	0.000000	-0.000103	0.000142
51548.500000	1.070349	0.000000	-0.000042	-0.000071
51553.199219	0.815287	0.000000	0.000026	-0.000044
51558.000000	0.886692	0.000000	0.000100	0.000109
51562.699219	1.534191	0.000000	0.000233	0.000444
51567.398437	2.188580	0.000000	0.000328	0.000648
51572.101562	2.121754	0.000000	0.000341	0.000479
51576.898437	1.834944	0.000000	0.000331	0.000414
51581.601562	1.413844	0.000000	0.000314	0.000447
51586.300781	1.142209	0.000000	0.000319	0.000421
51591.000000	1.329750	0.000000	0.000413	0.000611
51595.699219	1.249331	0.000000	0.000295	0.000455
51600.398437	0.637375	0.000000	0.000080	0.000018
51605.101562	-0.116568	0.000000	-0.000035	-0.000224
51609.699219	-0.264117	0.000000	0.000048	-0.000108
51614.398437	0.042929	0.000000	0.000171	0.000091
51619.101562	0.166835	0.000000	0.000217	0.000225
51623.699219	0.090945	0.000000	0.000047	0.000009
51628.398437	-0.369225	0.000000	-0.000201	-0.000505
51633.000000	-0.653454	0.000000	-0.000204	-0.000748
51637.699219	-0.258223	0.000000	-0.000003	-0.000465
51642.300781	-0.229921	0.000000	0.000182	-0.000212
51646.898437	-0.904598	0.000000	0.000213	-0.000162
51651.500000	-1.623458	0.000000	0.000138	-0.000247
51656.199219	-2.218923	0.000000	0.000085	-0.000392
51660.800781	-2.730583	0.000000	0.000022	-0.000546
51665.398437	-2.877960	0.000000	-0.000023	-0.000475
51670.000000	-2.952696	0.000000	-0.000060	-0.000531
51674.500000	-2.594809	0.000000	-0.000221	-0.000730
51679.101562	-1.516824	0.000000	-0.000311	-0.000705
51683.699219	-0.200880	0.000000	-0.000329	-0.000647
51688.300781	0.546685	0.000000	-0.000399	-0.000658
51692.800781	0.697366	0.000000	-0.000348	-0.000567
51697.398437	1.067625	0.000000	-0.000206	-0.000417
51701.898437	1.246569	0.000000	-0.000202	-0.000325
51706.500000	0.962477	0.000000	-0.000199	-0.000262
51711.000000	0.580572	0.000000	-0.000250	-0.000358
51715.500000	0.774363	0.000000	-0.000255	-0.000290
51720.000000	0.864203	0.000000	-0.000158	-0.000153
51724.601562	1.220828	0.000000	-0.000094	-0.000060
51729.101562	1.465894	0.000000	-0.000044	0.000026
51733.601562	0.821142	0.000000	-0.000038	0.000019
51738.101562	-0.277659	0.000000	0.000017	-0.000090
51742.500000	-1.469247	0.000000	0.000074	-0.000243
51747.000000	-2.192507	0.000000	0.000118	-0.000258
51751.500000	-1.966826	0.000000	0.000125	-0.000095
51755.898437	-0.896293	0.000000	0.000224	0.000168
51760.398437	0.307723	0.000000	0.000320	0.000476
51764.800781	1.216138	0.000000	0.000426	0.000714
51769.300781	1.306816	0.000000	0.000501	0.000673
51773.699219	1.267853	0.000000	0.000436	0.000630
51778.101562	1.004782	0.000000	0.000266	0.000450
51782.500000	0.480003	0.000000	0.000119	0.000232
51786.898437	0.306456	0.000000	0.000096	0.000295
51791.300781	0.474315	0.000000	0.000088	0.000304
51795.699219	0.654074	0.000000	0.000075	0.000323
51800.101562	0.753414	0.000000	0.000103	0.000454
51804.500000	0.718705	0.000000	0.000133	0.000370
51808.898437	0.992964	0.000000	0.000184	0.000393
51813.199219	1.548495	0.000000	0.000316	0.000647
51817.601562	2.140865	0.000000	0.000377	0.000712
51821.898437	1.748851	0.000000	0.000357	0.000522
51826.199219	0.685522	0.000000	0.000220	0.000318
51830.601562	0.566030	0.000000	0.000132	0.000239
51834.898437	0.728201	0.000000	0.000079	0.000172
51839.199219	0.838274	0.000000	0.000014	0.000193
51843.500000	1.069609	0.000000	0.000096	0.000345
51847.800781	0.078868	0.000000	0.000128	0.000152
51852.101562	-0.986326	0.000000	0.000122	0.000018
51856.398437	-1.345292	0.000000	0.000101	0.000023
51860.601562	-2.019716	0.000000	-0.000055	-0.000198
51864.898437	-2.219181	0.000000	-0.000052	-0.000082
51869.101562	-1.744790	0.000000	0.000058	0.000216
51873.398437	-2.033302	0.000000	0.000084	0.000056
51877.601562	-2.828488	0.000000	0.000199	-0.000074
51881.898437	-3.544274	0.000000	0.000427	0.000021
51886.101562	-4.023437	0.000000	0.000758	0.000051
51890.300781	-3.163960	0.000000	0.001325	0.000310
51894.500000	-0.535999	0.000000	0.001854	0.000520
51898.699219	3.685780	0.000000	0.001941	0.000503
51902.898437	9.083212	0.000000	0.001696	0.000790
51907.000000	14.072436	0.000000	0.001292	0.001371
51911.199219	15.699220	0.000000	0.000743	0.001574
51915.398437	12.731321	0.000000	0.000397	0.001385
