1	4.594990	0.444219	-0.030320	0.058454	-0.084615	-0.001839	0.021511	0.006474
2	4.881241	0.169296	-0.044000	0.045868	-0.089445	0.001389	0.017242	0.008315
3	4.686441	0.413408	0.118485	0.029223	-0.094732	-0.010720	0.013266	-0.009179
4	4.862552	0.206707	0.004618	0.011635	-0.096889	-0.014979	-0.013208	-0.006704
5	4.848186	0.246882	0.062431	-0.067618	-0.084953	0.004216	-0.027007	-0.000876
6	5.058542	-0.045851	-0.198738	-0.026198	-0.006130	0.008335	-0.005770	0.002672
7	4.808940	0.228142	-0.064091	0.121598	-0.005664	0.005535	-0.051857	0.006211
8	4.655141	0.388313	-0.061627	-0.033879	0.042160	0.012661	-0.005978	-0.004409
9	5.850012	-0.839084	-0.304646	0.069982	-0.000763	0.010451	0.029722	-0.011335
10	5.658089	-0.547913	-0.032871	-0.084801	-0.016517	0.004291	0.003470	-0.005820
11	4.578052	0.499402	0.042002	-0.021542	0.068446	-0.001041	0.002888	-0.019988
12	4.153976	0.794103	-0.242538	0.003184	0.024039	-0.012537	0.012695	0.016616
13	5.363088	-0.253412	0.007139	-0.029255	0.082714	0.014456	-0.003354	-0.002361
14	4.869795	0.225880	0.067293	0.063181	0.048357	0.014304	0.007689	0.004020
15	5.805639	-0.689530	-0.033598	0.075709	0.158243	-0.001737	0.011580	-0.004245
16	4.523347	0.541676	-0.011477	-0.157579	0.042358	-0.025916	-0.011847	0.000661
17	6.026649	-0.866787	0.033221	-0.142061	0.004814	-0.018030	0.004000	0.015346
18	4.737539	0.379563	0.122226	-0.036076	0.058924	0.000193	0.000116	0.010339
19	5.546916	-0.353571	0.242279	0.155503	0.075950	-0.014220	0.033200	0.008531
20	4.595190	0.473049	0.043695	0.013303	-0.099322	0.002031	0.010947	0.002060
21	4.830897	0.224160	-0.023239	0.036125	-0.108065	0.002640	0.021396	0.006841
22	5.197147	-0.075259	0.110894	0.062974	-0.122567	-0.021745	0.005860	-0.000635
23	4.764328	0.302114	0.012259	0.000780	-0.110594	-0.013905	-0.013633	-0.006736
24	4.872991	0.206531	0.009445	0.004048	0.035420	-0.011734	-0.009523	-0.010580
25	5.691358	-0.609047	-0.075676	0.055091	-0.047099	0.034589	-0.040652	0.005973
26	5.212099	-0.153757	-0.049621	0.265747	0.061096	-0.023532	-0.114972	0.001725
27	4.522382	0.493523	-0.106841	-0.007374	0.003950	0.009393	0.007353	0.000305
28	5.374492	-0.378076	-0.271977	0.095193	0.008704	-0.002541	0.027917	-0.002979
29	6.073001	-0.924406	0.013161	-0.086216	-0.027927	0.009990	-0.005939	-0.004074
30	4.724283	0.372665	0.074789	-0.023976	0.055745	-0.001751	0.004069	-0.019251
31	4.489589	0.464597	-0.274568	0.006716	0.012834	-0.011533	0.018548	0.013232
32	5.265967	-0.157013	0.026972	-0.024443	0.040981	0.022913	0.010824	-0.001821
33	4.519336	0.579766	0.118461	-0.007532	0.051346	0.026850	0.001603	-0.004071
34	4.798026	0.278994	0.018535	0.012050	0.037826	0.023143	-0.004049	0.003238
35	4.390257	0.659927	-0.022013	-0.129965	0.015600	-0.016443	0.001944	-0.003610
36	5.478720	-0.339369	0.039711	-0.192598	0.062402	-0.023833	-0.020745	0.015046
37	4.638334	0.489608	0.167399	-0.059294	0.040921	0.011413	-0.004387	0.008400
38	5.230880	-0.016744	0.340603	0.134063	0.079679	-0.015579	0.046803	0.002866
39	4.186433	0.850088	0.022551	0.010532	-0.112887	0.011938	0.022042	-0.002122
40	4.643399	0.404432	-0.022137	0.015077	-0.085665	0.001228	0.014790	0.001764
41	5.322330	-0.183493	0.140910	0.068387	-0.132716	-0.024033	0.001296	-0.002921
42	4.595400	0.474944	0.030943	-0.047554	-0.056591	-0.013065	-0.022206	-0.013898
43	4.544848	0.514235	0.013383	-0.038480	-0.071505	0.005906	-0.008896	-0.010494
44	4.796320	0.202268	-0.195115	-0.027882	-0.024648	0.017748	-0.008593	0.005839
45	4.459060	0.559990	-0.073327	0.012780	-0.055064	0.027101	-0.009028	0.007157
46	4.644174	0.375280	-0.118539	-0.002699	0.023416	0.005337	0.004154	-0.001068
47	5.525883	-0.520452	-0.286547	0.075454	0.072023	-0.018769	0.039056	-0.011741
48	7.071093	-1.839372	0.109939	-0.054445	-0.087001	0.007268	-0.006348	-0.009186
49	5.106770	-0.004779	0.033513	0.010204	0.068280	-0.014379	0.003261	-0.014151
50	4.420381	0.536283	-0.262185	0.013402	0.048275	-0.019098	0.013156	0.010879
51	5.047719	0.063051	0.059957	-0.045124	0.045983	0.018541	-0.002032	-0.005312
52	4.846198	0.267947	0.113351	0.016312	0.057683	0.019935	-0.003738	-0.003588
53	4.901255	0.180037	0.005859	0.021662	0.096731	0.008841	0.001659	-0.000086
54	4.428162	0.625111	-0.032169	-0.149934	0.079822	-0.021127	-0.024004	-0.003009
55	7.183996	-1.979941	0.004083	-0.093990	-0.041337	-0.002308	-0.002493	0.011361
56	4.688602	0.445669	0.181609	-0.040702	0.034405	0.013609	-0.006423	0.006840
57	5.155209	0.063408	0.364266	0.072119	0.020477	0.000269	0.012526	0.013528
