1	4.587970	0.429319	-0.108895	0.043626	0.068043	-0.001914	-0.022619	0.007403	-0.002566	0.005791
2	4.879650	0.160033	-0.094165	0.059004	0.072342	-0.002492	-0.013486	0.003266	-0.003642	0.007693
3	4.679707	0.361582	-0.071409	-0.032429	0.123351	0.012009	-0.012713	-0.001977	0.005122	-0.003065
4	4.860200	0.193187	-0.054615	0.037992	0.099226	0.009515	0.008197	0.004619	0.002345	-0.006967
5	4.845145	0.242047	0.043039	0.003521	0.109066	-0.011289	0.025728	-0.005527	-0.006196	-0.008812
6	5.061875	0.023653	0.023499	0.126521	-0.029207	-0.003774	0.014468	-0.011350	-0.006332	-0.001437
7	4.806100	0.209158	-0.157287	0.010354	-0.052172	-0.013258	0.045906	0.010889	-0.000091	0.005455
8	4.649715	0.426530	0.050728	0.014230	-0.053668	-0.015723	0.003105	0.004193	0.010256	0.007627
9	5.868812	-0.772275	-0.081715	0.191320	-0.068124	0.011578	-0.008417	-0.029196	0.011970	0.000414
10	5.670928	-0.515749	0.095802	0.041310	0.020661	-0.016288	-0.015460	0.006364	0.001600	-0.002620
11	4.570181	0.506455	0.051328	-0.059022	-0.054799	-0.001839	-0.013901	0.005896	0.017855	-0.004179
12	4.141004	0.877893	-0.004640	0.128358	-0.068593	0.010480	-0.014197	0.009540	-0.017256	-0.005017
13	5.370013	-0.238360	0.066569	-0.043356	-0.091158	-0.026272	-0.012829	0.003129	-0.006302	-0.005460
14	4.866898	0.192877	-0.057534	-0.076909	-0.054171	-0.011716	-0.006258	-0.002660	-0.001595	0.003360
15	5.820949	-0.688942	-0.020486	-0.054563	-0.187841	0.004478	-0.020740	-0.000984	-0.002304	-0.003071
16	4.515203	0.608171	0.208288	0.015729	0.012484	0.036704	0.023805	-0.001550	0.004113	0.000254
17	6.045741	-0.834683	0.183147	0.013555	0.041810	0.018016	0.001276	0.013762	-0.004240	0.016603
18	4.731828	0.365333	0.070171	-0.094694	-0.017097	0.011238	0.012683	-0.012979	-0.010091	-0.001730
19	5.554608	-0.469343	-0.140805	-0.190478	-0.051005	0.027355	-0.027832	0.003052	-0.003684	0.008402
20	4.587531	0.448515	-0.059283	0.012106	0.109420	-0.003321	-0.007866	-0.002207	-0.002037	0.000778
21	4.828190	0.209871	-0.090196	0.055550	0.097644	-0.005212	-0.018699	0.003038	-0.003150	0.007357
22	5.199827	-0.142187	-0.118396	-0.012627	0.144260	0.025061	-0.001491	-0.000162	-0.003645	-0.003896
23	4.760114	0.288872	-0.047778	0.040287	0.117910	0.008856	0.010235	0.003354	0.002918	-0.005982
24	4.870801	0.209292	0.008566	-0.025210	-0.035128	0.005754	-0.003229	0.007474	0.003682	-0.007950
25	5.705022	-0.614449	-0.090195	0.053892	-0.001921	-0.033983	0.051290	-0.012443	0.001109	0.008007
26	5.216296	-0.218742	-0.298713	-0.046168	-0.152507	0.016491	0.100734	0.020053	0.003706	-0.005223
27	4.514906	0.533719	0.002614	0.056307	-0.025923	-0.010301	-0.006077	0.006466	0.010028	0.012283
28	5.384151	-0.324962	-0.110865	0.157343	-0.077275	0.016248	-0.016444	-0.008173	0.009042	0.007379
29	6.093040	-0.910647	0.094602	0.019094	0.034195	-0.026722	-0.009525	0.007023	-0.002617	-0.006508
30	4.718788	0.368066	0.050995	-0.070978	-0.034504	-0.001324	-0.014765	0.005233	0.015581	-0.004713
31	4.483103	0.553505	-0.011093	0.157303	-0.063485	0.012205	-0.017304	0.005689	-0.013528	-0.000636
32	5.270896	-0.153917	0.042826	-0.038646	-0.046500	-0.034805	-0.024373	0.002142	-0.003360	-0.001080
33	4.509623	0.556631	0.025948	-0.103946	-0.030840	-0.022128	0.003889	-0.012203	0.006470	0.001207
34	4.794363	0.275781	-0.005579	-0.041661	-0.050820	-0.029211	-0.001631	-0.004651	-0.007683	-0.003355
35	4.379718	0.718160	0.161857	0.027250	0.028400	0.025712	0.008674	-0.001607	0.010357	0.002787
36	5.487734	-0.282480	0.262718	-0.016947	-0.004653	0.019947	0.020032	0.016556	-0.008324	0.012158
37	4.630406	0.467436	0.089761	-0.112940	0.014146	0.002539	0.023056	-0.018895	-0.003906	0.002494
38	5.231816	-0.152436	-0.112218	-0.249535	-0.024389	0.029809	-0.042564	0.001102	0.000743	0.006034
39	4.171473	0.833847	-0.066115	0.025661	0.117922	-0.014623	-0.019743	-0.002245	0.005791	0.005054
40	4.637264	0.400446	-0.057576	0.044728	0.078942	-0.006554	-0.017107	0.004383	-0.000970	0.002721
41	5.327010	-0.263434	-0.127689	-0.026278	0.158245	0.025447	0.000385	0.000557	-0.004116	-0.007599
42	4.587976	0.479077	0.031064	0.008633	0.077142	0.006465	0.013815	-0.000130	0.003419	-0.015091
43	4.536653	0.518614	0.010498	0.019971	0.079265	-0.014769	0.001745	0.000863	0.006961	-0.003647
44	4.794783	0.270033	0.012920	0.124739	-0.017564	-0.021067	0.011379	-0.006123	-0.007699	0.000672
45	4.450058	0.575751	-0.050043	0.051811	0.024364	-0.032978	0.011489	0.000167	-0.000894	0.011651
46	4.639043	0.419008	0.005850	0.055238	-0.049466	-0.007224	-0.006245	0.005619	0.006297	0.006894
47	5.538499	-0.449114	-0.056614	0.147855	-0.130696	0.035565	-0.032877	-0.014821	0.003755	-0.006745
48	7.108542	-1.879243	0.041868	-0.006732	0.104004	-0.024842	-0.009034	0.012848	0.007156	-0.011526
49	5.108656	-0.008638	0.018790	-0.050030	-0.060736	0.012647	-0.014420	0.008585	0.008945	-0.005189
50	4.412486	0.624106	-0.003970	0.132887	-0.096738	0.019454	-0.015784	0.007812	-0.014496	-0.006144
51	5.048340	0.064929	0.068801	-0.060491	-0.039396	-0.031860	-0.013891	0.002607	-0.002389	-0.005738
52	4.842509	0.236991	0.001878	-0.104990	-0.046969	-0.019780	0.002551	-0.004519	0.003253	0.000266
53	4.899599	0.184500	0.010391	-0.056811	-0.108953	-0.012481	-0.010838	-0.000691	-0.006696	-0.006478
54	4.418461	0.699971	0.211510	0.005773	-0.036977	0.029447	0.031526	-0.000663	0.006139	-0.002310
55	7.224661	-1.968260	0.113773	0.057596	0.068018	0.013805	0.023619	-0.007833	-0.002964	0.005304
56	4.681424	0.411691	0.064237	-0.123115	0.015249	-0.003440	0.020198	-0.018726	-0.006482	-0.001787
57	5.154635	-0.066784	-0.065984	-0.234212	0.047143	0.014185	0.002682	-0.011379	-0.009334	0.005317
