1	4.594377	0.443058	0.024610	-0.125657	0.008378	0.027199	-0.001014	-0.007257	0.000115
2	4.881882	0.196015	0.049502	-0.120265	-0.005080	0.022032	-0.001926	-0.004316	-0.000955
3	4.682682	0.291754	-0.161589	-0.122951	-0.004437	0.007208	-0.032325	-0.003150	0.000942
4	4.861846	0.185368	-0.025814	-0.100380	-0.020641	0.010023	-0.015264	-0.004822	0.000189
5	4.845686	0.160893	-0.132476	-0.032659	-0.065029	-0.006869	-0.007003	-0.002074	0.008462
6	5.062926	0.106566	0.219138	0.029080	-0.033987	-0.010277	-0.005404	0.003335	-0.003108
7	4.810246	0.283977	0.110527	-0.131563	-0.007624	-0.027228	0.028721	-0.013892	-0.001450
8	4.655047	0.402793	0.038110	0.070830	-0.011214	-0.006840	0.014148	-0.001300	-0.008549
9	5.860157	-0.525760	0.432872	-0.046561	-0.011758	-0.031755	-0.047206	0.023057	-0.001290
10	5.660651	-0.499349	0.030337	0.069810	-0.025497	0.014541	0.001155	-0.008627	0.002683
11	4.575506	0.429432	-0.077556	0.082497	0.019734	-0.009443	-0.005353	-0.003256	-0.008804
12	4.156313	0.928557	0.244298	0.057902	0.039423	0.048333	0.041183	0.013927	0.005803
13	5.364111	-0.242060	0.003975	0.099606	0.004807	-0.013177	0.013408	-0.016465	0.004999
14	4.868179	0.171612	-0.057536	-0.025154	0.026011	-0.011016	0.016608	0.001389	-0.003891
15	5.809867	-0.588322	0.136786	0.082451	0.065903	-0.034382	-0.014798	-0.018490	0.005530
16	4.521005	0.482418	-0.080640	0.198805	-0.014872	0.001824	-0.022934	0.009307	-0.001242
17	6.028817	-0.855451	-0.047343	0.150197	-0.009694	0.025291	-0.010025	-0.017644	-0.000682
18	4.733690	0.252147	-0.172262	0.077858	0.010758	-0.010457	0.004590	0.016830	0.005390
19	5.544475	-0.479642	-0.176340	-0.080688	0.109839	0.005464	0.004808	0.002061	-0.006076
20	4.592650	0.401455	-0.087206	-0.110469	-0.021784	0.012529	-0.011958	-0.000923	0.003752
21	4.830820	0.227700	0.015182	-0.129996	-0.010812	0.026228	-0.004406	-0.004425	0.000017
22	5.195571	-0.149196	-0.111861	-0.175648	0.004635	0.017335	-0.026221	-0.001683	-0.000131
23	4.763017	0.264718	-0.047484	-0.105120	-0.030179	0.008809	-0.019570	-0.005388	0.000110
24	4.872337	0.187115	-0.015439	0.031685	0.017068	-0.007367	-0.009627	-0.013255	0.000382
25	5.695664	-0.499185	0.134099	-0.119066	-0.065839	-0.034147	0.031136	0.015173	0.000489
26	5.215425	-0.048833	0.189569	-0.210094	0.036843	-0.064708	0.038994	-0.013940	0.004567
27	4.522924	0.539300	0.092129	0.019095	-0.004005	0.009374	0.013449	-0.000113	-0.013344
