Lambda	b	b0	p	w
41258.898437	9.549555	0.000000	-0.004326	0.022676
41263.898437	10.244535	0.000000	-0.003499	0.023877
41269.000000	10.271738	0.000000	-0.003183	0.023743
41274.101562	10.381380	0.000000	-0.003349	0.023245
41279.101562	10.802500	0.000000	-0.003083	0.022915
41284.199219	11.866292	0.000000	-0.002513	0.023259
41289.199219	13.335990	0.000000	-0.001701	0.023961
41294.300781	14.550815	0.000000	-0.000751	0.024920
41299.300781	15.484583	0.000000	-0.000437	0.025574
41304.300781	16.096905	0.000000	-0.000494	0.026015
41309.300781	16.003286	0.000000	-0.000542	0.025657
41314.300781	15.055929	0.000000	-0.001464	0.023791
41319.398437	14.021520	0.000000	-0.002739	0.021272
41324.398437	12.861101	0.000000	-0.003957	0.018516
41329.300781	12.809549	0.000000	-0.005107	0.016797
41334.300781	13.078822	0.000000	-0.006406	0.014976
41339.300781	14.263986	0.000000	-0.007366	0.014113
41344.300781	15.312969	0.000000	-0.008934	0.012414
41349.300781	15.995485	0.000000	-0.010372	0.010637
41354.199219	15.562334	0.000000	-0.012124	0.007735
41359.199219	13.777799	0.000000	-0.014754	0.003388
41364.101562	10.837131	0.000000	-0.019089	-0.002732
41369.101562	7.317126	0.000000	-0.024331	-0.009313
41374.000000	4.469850	0.000000	-0.028748	-0.014691
41379.000000	2.423303	0.000000	-0.032728	-0.018849
41383.898437	-0.133733	0.000000	-0.036700	-0.024199
41388.800781	-5.629609	0.000000	-0.042894	-0.034284
41393.800781	-12.273888	0.000000	-0.050244	-0.046579
41398.699219	-18.004966	0.000000	-0.057545	-0.057574
41403.601562	-21.155507	0.000000	-0.061889	-0.064936
41408.500000	-24.051859	0.000000	-0.064566	-0.071322
41413.398437	-31.545364	0.000000	-0.066557	-0.082839
41418.300781	-45.172045	0.000000	-0.070875	-0.101046
41423.199219	-58.029389	0.000000	-0.074159	-0.117892
41428.101562	-63.791189	0.000000	-0.073727	-0.126074
41432.898437	-59.733125	0.000000	-0.068533	-0.123335
41437.800781	-47.980599	0.000000	-0.059735	-0.111948
41442.699219	-33.646560	0.000000	-0.049493	-0.097772
41447.500000	-19.855919	0.000000	-0.041060	-0.083851
41452.398437	-6.072868	0.000000	-0.034098	-0.070176
41457.300781	6.226357	0.000000	-0.027597	-0.057664
41462.101562	16.046261	0.000000	-0.022921	-0.047690
41466.898437	22.644954	0.000000	-0.019545	-0.040431
41471.800781	25.857420	0.000000	-0.017875	-0.036758
41476.601562	26.891383	0.000000	-0.017735	-0.034845
41481.398437	26.820321	0.000000	-0.019036	-0.035020
41486.300781	26.754610	0.000000	-0.020328	-0.034207
41491.101562	26.236726	0.000000	-0.021767	-0.034071
41495.898437	25.830758	0.000000	-0.022388	-0.033032
41500.699219	24.863875	0.000000	-0.022612	-0.032954
41505.500000	24.039952	0.000000	-0.022828	-0.032085
41510.300781	22.698198	0.000000	-0.023916	-0.032776
41515.101562	21.873710	0.000000	-0.025038	-0.032166
41519.898437	20.616573	0.000000	-0.026230	-0.032034
41524.699219	19.748315	0.000000	-0.026689	-0.030709
41529.398437	18.003704	0.000000	-0.026758	-0.030195
41534.199219	16.321829	0.000000	-0.026584	-0.028914
41539.000000	13.784694	0.000000	-0.026696	-0.028893
41543.699219	11.827509	0.000000	-0.026018	-0.027824
41548.500000	9.964287	0.000000	-0.025724	-0.027187
41553.199219	8.993390	0.000000	-0.024604	-0.025620
41558.000000	7.708778	0.000000	-0.023371	-0.024494
41562.699219	7.011716	0.000000	-0.021383	-0.022371
41567.398437	5.509933	0.000000	-0.019154	-0.020990
41572.101562	4.233329	0.000000	-0.017013	-0.019651
41576.898437	2.696406	0.000000	-0.016019	-0.019694
41581.601562	1.933704	0.000000	-0.014317	-0.018651
41586.300781	1.188179	0.000000	-0.012883	-0.017735
41591.000000	0.789545	0.000000	-0.010890	-0.016555
41595.699219	0.064048	0.000000	-0.008545	-0.015370
41600.398437	-0.926169	0.000000	-0.007599	-0.015240
41605.101562	-1.653948	0.000000	-0.007360	-0.015093
41609.699219	-1.540459	0.000000	-0.006382	-0.013547
41614.398437	-1.225918	0.000000	-0.005198	-0.012057
41619.101562	-0.723866	0.000000	-0.003719	-0.010697
41623.699219	-0.531339	0.000000	-0.002118	-0.009799
41628.398437	-0.888572	0.000000	-0.002175	-0.009625
41633.000000	-1.252189	0.000000	-0.003163	-0.009545
41637.699219	-1.415584	0.000000	-0.004160	-0.009520
41642.300781	-1.499810	0.000000	-0.004578	-0.010049
41646.898437	-0.807696	0.000000	-0.004175	-0.009619
41651.500000	0.498993	0.000000	-0.003180	-0.008336
41656.199219	2.243396	0.000000	-0.001894	-0.005844
41660.800781	4.276292	0.000000	-0.000565	-0.003146
41665.398437	6.644435	0.000000	0.000189	-0.000656
41670.000000	8.974039	0.000000	0.001207	0.001566
41674.500000	11.071866	0.000000	0.001864	0.003935
41679.101562	12.047831	0.000000	0.001872	0.005420
41683.699219	11.962296	0.000000	0.001831	0.006461
41688.300781	10.461612	0.000000	0.000910	0.005808
41692.800781	8.728934	0.000000	-0.000250	0.004992
41697.398437	7.002793	0.000000	-0.000748	0.004150
41701.898437	4.890814	0.000000	-0.001627	0.002593
41706.500000	3.077606	0.000000	-0.002566	0.001366
41711.000000	2.169548	0.000000	-0.003370	0.001026
41715.500000	1.029543	0.000000	-0.005188	-0.000570
41720.000000	-0.292713	0.000000	-0.006981	-0.002826
41724.601562	-1.750442	0.000000	-0.008478	-0.005486
41729.101562	-4.123046	0.000000	-0.010336	-0.009440
41733.601562	-5.468724	0.000000	-0.011662	-0.011501
41738.101562	-5.632996	0.000000	-0.012513	-0.012127
41742.500000	-4.200532	0.000000	-0.011625	-0.010023
41747.000000	-2.039920	0.000000	-0.009772	-0.006783
41751.500000	0.416911	0.000000	-0.006794	-0.002503
41755.898437	1.723254	0.000000	-0.003944	0.000747
41760.398437	2.445758	0.000000	-0.001359	0.002855
41764.800781	2.288083	0.000000	-0.000016	0.002617
41769.300781	2.145492	0.000000	0.001652	0.002307
41773.699219	1.899246	0.000000	0.002874	0.001689
41778.101562	1.638202	0.000000	0.004168	0.001461
41782.500000	1.090177	0.000000	0.005254	0.001533
41786.898437	0.779502	0.000000	0.006758	0.002290
41791.300781	0.671022	0.000000	0.008749	0.003381
41795.699219	-0.034668	0.000000	0.010087	0.003960
41800.101562	-0.512212	0.000000	0.012041	0.005669
41804.500000	-0.674227	0.000000	0.013754	0.007545
41808.898437	-1.021698	0.000000	0.015361	0.008798
41813.199219	-1.810297	0.000000	0.016625	0.009147
41817.601562	-2.635385	0.000000	0.018451	0.009538
41821.898437	-4.570496	0.000000	0.019395	0.008227
41826.199219	-5.217740	0.000000	0.020862	0.008866
41830.601562	-5.521312	0.000000	0.022301	0.010037
41834.898437	-6.042286	0.000000	0.023249	0.010438
41839.199219	-6.950844	0.000000	0.023596	0.010297
41843.500000	-8.164415	0.000000	0.024411	0.009973
41847.800781	-9.570752	0.000000	0.025799	0.009436
41852.101562	-9.178058	0.000000	0.026936	0.010432
41856.398437	-8.490602	0.000000	0.029260	0.012419
41860.601562	-7.037983	0.000000	0.030922	0.015028
41864.898437	-5.523258	0.000000	0.032530	0.017683
41869.101562	-3.576067	0.000000	0.034862	0.020768
41873.398437	-2.528381	0.000000	0.037098	0.022015
41877.601562	-1.236443	0.000000	0.038485	0.022234
41881.898437	0.463910	0.000000	0.041379	0.023371
41886.101562	3.561708	0.000000	0.045532	0.027055
41890.300781	6.656261	0.000000	0.051460	0.031930
41894.500000	9.037869	0.000000	0.059684	0.038134
41898.699219	6.861154	0.000000	0.067525	0.039767
41902.898437	-1.442289	0.000000	0.072823	0.035474
41907.000000	-16.195088	0.000000	0.075317	0.024209
41911.199219	-34.440524	0.000000	0.075468	0.009701
41915.398437	-51.611801	0.000000	0.074302	-0.004248
41919.500000	-61.715448	0.000000	0.075082	-0.010161
41923.699219	-62.325186	0.000000	0.078030	-0.007357
41927.800781	-55.184460	0.000000	0.082498	0.003161
41931.898437	-44.472729	0.000000	0.087334	0.015472
41936.101562	-32.582335	0.000000	0.091939	0.028586
41940.199219	-22.477558	0.000000	0.095772	0.039083
41944.300781	-13.859099	0.000000	0.098594	0.047954
41948.398437	-7.462730	0.000000	0.100275	0.053473
41952.500000	-2.905841	0.000000	0.101026	0.057252
41956.601562	-0.159028	0.000000	0.101495	0.058762
41960.601562	2.653036	0.000000	0.101717	0.060426
41964.699219	4.437635	0.000000	0.101851	0.061101
41968.800781	6.443028	0.000000	0.101762	0.061890
41972.800781	7.957887	0.000000	0.101251	0.061915
41976.800781	9.140541	0.000000	0.100059	0.061467
41980.898437	10.657399	0.000000	0.099680	0.062255
41984.898437	12.702509	0.000000	0.098933	0.063112
41988.898437	14.091750	0.000000	0.098086	0.063236
41992.898437	16.238572	0.000000	0.097535	0.064067
41996.898437	18.624446	0.000000	0.097323	0.065540
42000.898437	20.795709	0.000000	0.095904	0.066196
42004.898437	23.388254	0.000000	0.095025	0.068145
42008.898437	25.640713	0.000000	0.093613	0.069490
42012.898437	27.088239	0.000000	0.093052	0.071098
42016.898437	28.212753	0.000000	0.091643	0.072330
42020.800781	28.659894	0.000000	0.090820	0.073223
42024.800781	29.357072	0.000000	0.089450	0.073756
42028.699219	30.551682	0.000000	0.088497	0.074473
42032.699219	31.354984	0.000000	0.086199	0.074370
42036.601562	32.136703	0.000000	0.084955	0.074667
42040.500000	32.264653	0.000000	0.081889	0.073871
42044.398437	31.906798	0.000000	0.079479	0.073216
42048.398437	31.054039	0.000000	0.076749	0.072423
42052.300781	30.631763	0.000000	0.073754	0.071556
42056.199219	29.315734	0.000000	0.069704	0.069584
42060.101562	29.105237	0.000000	0.066674	0.068240
42063.898437	28.377866	0.000000	0.063067	0.065978
42067.800781	27.741014	0.000000	0.061084	0.064595
42071.699219	26.561024	0.000000	0.058373	0.062646
42075.601562	24.294351	0.000000	0.054903	0.059302
42079.398437	21.432131	0.000000	0.050993	0.054459
42083.300781	19.296624	0.000000	0.047272	0.050376
42087.199219	17.461460	0.000000	0.043049	0.046936
42091.000000	15.586284	0.000000	0.040734	0.044667
42094.898437	13.532634	0.000000	0.038106	0.042049
42098.699219	10.844333	0.000000	0.036503	0.039990
42102.500000	8.308979	0.000000	0.034214	0.036916
42106.398437	6.592084	0.000000	0.031933	0.035401
42110.199219	4.511002	0.000000	0.028322	0.031781
42114.000000	2.846019	0.000000	0.024187	0.029540
42117.898437	1.383002	0.000000	0.019742	0.025775
42121.699219	0.114210	0.000000	0.017515	0.024186
42125.500000	-1.190499	0.000000	0.015111	0.022516
42129.300781	-2.679810	0.000000	0.012542	0.021164
42133.101562	-4.352842	0.000000	0.008914	0.018168
42136.898437	-6.003002	0.000000	0.004334	0.015493
42140.699219	-7.819410	0.000000	-0.000089	0.010955
42144.500000	-9.463598	0.000000	-0.002450	0.008045
42148.300781	-10.599261	0.000000	-0.004754	0.006449
42152.101562	-12.719491	0.000000	-0.007792	0.004443
42155.898437	-12.701106	0.000000	-0.013274	0.004570
42159.699219	-16.538898	0.000000	-0.019251	-0.001202
42163.500000	-21.145146	0.000000	-0.027528	-0.008267
42167.300781	-27.906896	0.000000	-0.034868	-0.017979
42171.101562	-33.279995	0.000000	-0.041909	-0.023403
42174.898437	-40.635478	0.000000	-0.048642	-0.032354
42178.601562	-42.362780	0.000000	-0.053543	-0.033043
42182.398437	-51.707421	0.000000	-0.060834	-0.047806
42186.199219	-55.008232	0.000000	-0.065836	-0.052856
42190.000000	-67.556632	0.000000	-0.077825	-0.074277
42193.800781	-72.845492	0.000000	-0.086519	-0.079089
42197.601562	-79.705426	0.000000	-0.101151	-0.092596
42201.398437	-77.151766	0.000000	-0.110486	-0.088827
5415.859863	-1.394741	0.000000	-0.000902	-0.000203
5421.859863	-3.859540	0.000000	-0.002755	-0.000369
5427.859863	-5.152348	0.000000	-0.003553	-0.000364
5433.850098	-4.546684	0.000000	-0.002795	-0.000135
5439.819824	-2.317469	0.000000	-0.001175	0.000014
5445.779785	1.644611	0.000000	0.001594	0.000590
5451.729980	2.979326	0.000000	0.002527	0.001011
5457.669922	1.702205	0.000000	0.001126	0.000669
5463.600098	1.320773	0.000000	0.000454	0.000268
5469.510254	0.876493	0.000000	0.000311	-0.000047
5475.410156	0.662585	0.000000	0.000482	-0.000104
5481.299805	0.814658	0.000000	0.001100	0.000251
5487.180176	0.995582	0.000000	0.001425	0.000827
5493.049805	1.021476	0.000000	0.001046	0.000848
5498.899902	1.005499	0.000000	0.000568	0.000580
5504.750000	0.896637	0.000000	0.000264	0.000368
5510.580078	0.900528	0.000000	0.000210	0.000233
5516.399902	0.770660	0.000000	0.000130	-0.000103
5522.200195	0.593622	0.000000	-0.000320	-0.000357
5528.000000	0.500297	0.000000	-0.000599	-0.000390
5533.779785	0.409042	0.000000	-0.000410	-0.000378
5539.549805	0.531438	0.000000	-0.000031	-0.000174
5545.310059	0.781550	0.000000	0.000357	0.000041
5551.049805	0.871417	0.000000	0.000538	0.000057
5556.779785	0.804210	0.000000	0.000307	-0.000145
5562.500000	0.604218	0.000000	-0.000111	-0.000434
5568.209961	0.410695	0.000000	-0.000369	-0.000562
5573.910156	0.242629	0.000000	-0.000211	-0.000538
5579.589844	0.017404	0.000000	0.000108	-0.000497
5585.260254	-0.344642	0.000000	0.000056	-0.000833
5590.919922	-0.584373	0.000000	-0.000168	-0.001291
5596.569824	-0.512419	0.000000	-0.000239	-0.001260
5602.200195	-0.087775	0.000000	-0.000194	-0.000698
5607.819824	0.424166	0.000000	0.000104	0.000084
5613.430176	0.600322	0.000000	0.000307	0.000457
5619.029785	0.466997	0.000000	0.000149	0.000261
5624.609863	0.149428	0.000000	0.000147	0.000030
5630.180176	-0.074149	0.000000	0.000369	0.000076
5635.739746	-0.063473	0.000000	0.000650	0.000397
5641.279785	-0.130293	0.000000	0.000606	0.000651
5646.819824	-0.328650	0.000000	0.000062	0.000543
5652.339844	-0.518359	0.000000	-0.000654	0.000141
5657.839844	-0.737386	0.000000	-0.001253	-0.000247
5663.339844	-0.656241	0.000000	-0.001376	-0.000266
5668.819824	-0.438308	0.000000	-0.000924	-0.000052
5674.290039	-0.256222	0.000000	-0.000392	0.000257
5679.739746	-0.020006	0.000000	-0.000037	0.000525
5685.180176	-0.033112	0.000000	0.000133	0.000323
5690.609863	-0.306246	0.000000	-0.000037	-0.000372
5696.029785	-0.478857	0.000000	-0.000051	-0.000947
5701.430176	-0.689192	0.000000	-0.000127	-0.001442
5706.819824	-0.813871	0.000000	-0.000526	-0.001614
5712.200195	-0.808006	0.000000	-0.001005	-0.001589
5717.560059	-0.793242	0.000000	-0.001208	-0.001440
5722.919922	-0.792737	0.000000	-0.001155	-0.001314
5728.250000	-0.599053	0.000000	-0.000915	-0.001062
5733.580078	-0.271652	0.000000	-0.000535	-0.000614
5738.890137	-0.033126	0.000000	-0.000416	-0.000301
5744.189941	0.091531	0.000000	-0.000459	-0.000190
5749.470215	0.279116	0.000000	-0.000214	0.000036
5754.739746	0.401115	0.000000	0.000195	0.000162
5760.000000	0.433318	0.000000	0.000415	0.000122
5765.239746	0.534067	0.000000	0.000463	0.000110
5770.470215	0.610127	0.000000	0.000216	-0.000015
5775.689941	0.502577	0.000000	-0.000296	-0.000267
5780.899902	0.520543	0.000000	-0.000615	-0.000281
5786.089844	0.587052	0.000000	-0.000692	-0.000310
5791.260254	0.455750	0.000000	-0.000513	-0.000410
5796.430176	0.382878	0.000000	-0.000330	-0.000318
5801.580078	0.453722	0.000000	-0.000182	0.000093
5806.709961	0.489957	0.000000	-0.000127	0.000381
5811.839844	0.440293	0.000000	-0.000227	0.000333
5816.939941	0.408076	0.000000	-0.000089	0.000318
5822.040039	0.357669	0.000000	0.000214	0.000386
5827.120117	0.150794	0.000000	0.000360	0.000307
5832.189941	0.086527	0.000000	0.000564	0.000633
5837.239746	0.261568	0.000000	0.000665	0.000962
5842.279785	0.209373	0.000000	0.000387	0.000626
5847.310059	0.138918	0.000000	0.000207	0.000527
5852.319824	0.174205	0.000000	0.000191	0.000552
5857.319824	-0.036781	0.000000	0.000221	0.000287
5862.299805	-0.161593	0.000000	0.000410	0.000430
5867.270020	0.064450	0.000000	0.000716	0.000943
5872.229980	0.021906	0.000000	0.000819	0.000876
5877.169922	-0.195264	0.000000	0.000724	0.000738
5882.100098	-0.241458	0.000000	0.000682	0.000768
5887.010254	-0.327958	0.000000	0.000719	0.000654
5891.910156	-0.264396	0.000000	0.000459	0.000598
5896.799805	0.019026	0.000000	0.000080	0.000625
5901.669922	-0.095847	0.000000	-0.000311	0.000159
5906.529785	-0.381769	0.000000	-0.000601	-0.000105
5911.370117	-0.339425	0.000000	-0.000392	0.000248
5916.200195	-0.434933	0.000000	-0.000057	0.000202
5921.010254	-0.328289	0.000000	-0.000039	0.000259
5925.810059	-0.023678	0.000000	-0.000109	0.000441
5930.600098	-0.120696	0.000000	-0.000149	0.000063
5935.370117	-0.463433	0.000000	-0.000137	-0.000226
5940.129883	-0.588197	0.000000	0.000035	-0.000183
5944.870117	-0.638356	0.000000	-0.000072	-0.000418
5949.600098	-0.423821	0.000000	-0.000175	-0.000132
5954.310059	-0.016290	0.000000	-0.000213	0.000416
5959.010254	-0.162432	0.000000	-0.000348	0.000068
5963.700195	-0.537125	0.000000	-0.000313	-0.000443
5968.370117	-0.465375	0.000000	-0.000179	-0.000390
5973.020020	-0.257667	0.000000	0.000037	0.000130
5977.660156	-0.157751	0.000000	-0.000246	0.000438
5982.290039	0.123433	0.000000	-0.000304	0.000921
5986.899902	-0.337987	0.000000	0.000168	0.000588
5991.500000	-1.253072	0.000000	0.000385	-0.000450
5996.080078	-1.521594	0.000000	0.000238	-0.000956
51000.601562	-1.887056	0.000000	-0.000253	-0.000862
51005.199219	-1.687721	0.000000	-0.001841	-0.000983
51009.699219	-0.774894	0.000000	-0.002479	-0.000208
51014.199219	-2.663097	0.000000	-0.003093	-0.000667
51081.199219	-2.563133	0.000000	-0.001888	-0.001205
51086.601562	1.394646	0.000000	0.002361	0.000467
51092.000000	3.843104	0.000000	0.005013	0.001754
51097.300781	5.313054	0.000000	0.005583	0.002513
51102.699219	4.923920	0.000000	0.004653	0.002703
51108.101562	0.910190	0.000000	0.001524	0.001228
51113.398437	-0.919401	0.000000	-0.000096	0.000098
51118.699219	0.165651	0.000000	0.000811	0.000544
51124.000000	0.019460	0.000000	0.000594	0.000213
51129.300781	-0.152733	0.000000	0.000417	0.000022
51134.601562	-0.292356	0.000000	0.000407	-0.000014
51139.898437	-0.348774	0.000000	0.000378	-0.000015
51145.199219	-0.328873	0.000000	0.000259	-0.000040
51150.398437	-0.251976	0.000000	-0.000004	-0.000134
51155.699219	-0.219402	0.000000	-0.000349	-0.000323
51160.898437	-0.176035	0.000000	-0.000597	-0.000417
51166.199219	-0.112162	0.000000	-0.000648	-0.000375
51171.398437	-0.008438	0.000000	-0.000571	-0.000194
51176.601562	0.113671	0.000000	-0.000421	0.000051
51181.800781	0.207296	0.000000	-0.000350	0.000234
51187.000000	0.252342	0.000000	-0.000381	0.000319
51192.199219	0.259499	0.000000	-0.000426	0.000301
51197.398437	0.237395	0.000000	-0.000495	0.000234
51202.500000	0.208763	0.000000	-0.000592	0.000121
51207.699219	0.088033	0.000000	-0.000671	-0.000152
51212.800781	-0.049318	0.000000	-0.000653	-0.000400
51218.000000	-0.099111	0.000000	-0.000521	-0.000455
51223.101562	-0.074164	0.000000	-0.000307	-0.000368
51228.300781	-0.027897	0.000000	-0.000151	-0.000253
51233.398437	0.073368	0.000000	-0.000093	-0.000094
51238.500000	0.144232	0.000000	-0.000093	-0.000011
51243.601562	0.213150	0.000000	-0.000074	0.000139
51248.699219	0.300486	0.000000	0.000006	0.000352
51253.800781	0.299793	0.000000	0.000094	0.000408
51258.898437	0.211191	0.000000	0.000169	0.000327
51263.898437	0.076685	0.000000	0.000118	0.000114
51269.000000	0.009490	0.000000	0.000012	-0.000067
51274.101562	0.048736	0.000000	0.000004	-0.000087
51279.101562	0.145106	0.000000	0.000071	-0.000013
51284.199219	0.246712	0.000000	0.000134	0.000095
51289.199219	0.273445	0.000000	0.000182	0.000175
51294.300781	0.221927	0.000000	0.000128	0.000170
51299.300781	0.153912	0.000000	0.000022	0.000106
51304.300781	0.057363	0.000000	-0.000007	0.000017
51309.300781	-0.098767	0.000000	-0.000101	-0.000219
51314.300781	-0.197138	0.000000	-0.000221	-0.000443
51319.398437	-0.208765	0.000000	-0.000242	-0.000513
51324.398437	-0.118309	0.000000	-0.000231	-0.000436
51329.300781	0.023946	0.000000	-0.000241	-0.000353
51334.300781	0.142195	0.000000	-0.000223	-0.000280
51339.300781	0.222589	0.000000	-0.000255	-0.000257
51344.300781	0.170145	0.000000	-0.000310	-0.000357
51349.300781	0.026867	0.000000	-0.000320	-0.000464
51354.199219	-0.216794	0.000000	-0.000435	-0.000721
51359.199219	-0.466717	0.000000	-0.000690	-0.001035
51364.101562	-0.642000	0.000000	-0.000954	-0.001262
51369.101562	-0.634543	0.000000	-0.000965	-0.001195
51374.000000	-0.492276	0.000000	-0.000838	-0.000962
51379.000000	-0.464369	0.000000	-0.000797	-0.000953
51383.898437	-0.807639	0.000000	-0.001015	-0.001552
51388.800781	-1.214613	0.000000	-0.001351	-0.002242
51393.800781	-1.235392	0.000000	-0.001461	-0.002325
51398.699219	-0.889188	0.000000	-0.001159	-0.001836
51403.601562	-0.606243	0.000000	-0.000699	-0.001379
51408.500000	-1.045399	0.000000	-0.000468	-0.001797
51413.398437	-2.111661	0.000000	-0.000630	-0.002973
51418.300781	-2.644295	0.000000	-0.000761	-0.003499
51423.199219	-1.854026	0.000000	-0.000274	-0.002487
51428.101562	-0.167269	0.000000	0.000560	-0.000542
51432.898437	1.588149	0.000000	0.001406	0.001431
51437.800781	2.611673	0.000000	0.001911	0.002560
51442.699219	2.813246	0.000000	0.001872	0.002813
51447.500000	2.754305	0.000000	0.001535	0.002752
51452.398437	2.602203	0.000000	0.001342	0.002604
51457.300781	2.218394	0.000000	0.001119	0.002251
51462.101562	1.639225	0.000000	0.000804	0.001714
51466.898437	0.979823	0.000000	0.000506	0.001092
51471.800781	0.425142	0.000000	0.000184	0.000557
51476.601562	0.096678	0.000000	-0.000108	0.000181
51481.398437	-0.009737	0.000000	-0.000250	0.000073
51486.300781	-0.060600	0.000000	-0.000271	0.000092
51491.101562	-0.097129	0.000000	-0.000213	0.000116
51495.898437	-0.134889	0.000000	-0.000086	0.000116
51500.699219	-0.171828	0.000000	-0.000040	0.000100
51505.500000	-0.219643	0.000000	-0.000128	0.000012
51510.300781	-0.205404	0.000000	-0.000217	0.000010
51515.101562	-0.211881	0.000000	-0.000241	0.000067
51519.898437	-0.216689	0.000000	-0.000168	0.000137
51524.699219	-0.262584	0.000000	-0.000044	0.000178
51529.398437	-0.333337	0.000000	0.000016	0.000197
51534.199219	-0.421721	0.000000	0.000005	0.000128
51539.000000	-0.443678	0.000000	0.000060	0.000121
51543.699219	-0.381517	0.000000	0.000096	0.000175
51548.500000	-0.287212	0.000000	0.000134	0.000218
51553.199219	-0.231152	0.000000	0.000222	0.000255
51558.000000	-0.199956	0.000000	0.000319	0.000317
51562.699219	-0.216370	0.000000	0.000424	0.000358
51567.398437	-0.278978	0.000000	0.000433	0.000276
51572.101562	-0.284428	0.000000	0.000309	0.000125
51576.898437	-0.234231	0.000000	0.000262	0.000091
51581.601562	-0.142834	0.000000	0.000317	0.000203
51586.300781	-0.111007	0.000000	0.000334	0.000212
51591.000000	-0.109859	0.000000	0.000432	0.000235
51595.699219	-0.171364	0.000000	0.000329	0.000137
51600.398437	-0.174964	0.000000	0.000118	0.000023
51605.101562	-0.071169	0.000000	0.000107	0.000151
51609.699219	0.038065	0.000000	0.000217	0.000299
51614.398437	0.077164	0.000000	0.000267	0.000281
51619.101562	0.069781	0.000000	0.000310	0.000222
51623.699219	-0.021372	0.000000	0.000155	0.000101
51628.398437	-0.077622	0.000000	-0.000106	0.000017
51633.000000	-0.053717	0.000000	-0.000196	0.000014
51637.699219	-0.021579	0.000000	-0.000140	-0.000047
51642.300781	0.061102	0.000000	-0.000009	-0.000008
51646.898437	0.195527	0.000000	0.000141	0.000165
51651.500000	0.313544	0.000000	0.000227	0.000394
51656.199219	0.381006	0.000000	0.000265	0.000523
51660.800781	0.444588	0.000000	0.000208	0.000530
51665.398437	0.468211	0.000000	0.000178	0.000467
51670.000000	0.451112	0.000000	0.000178	0.000470
51674.500000	0.302513	0.000000	0.000059	0.000379
51679.101562	0.099117	0.000000	-0.000004	0.000273
51683.699219	-0.151334	0.000000	-0.000089	0.000047
51688.300781	-0.321938	0.000000	-0.000212	-0.000148
51692.800781	-0.339388	0.000000	-0.000163	-0.000152
51697.398437	-0.385927	0.000000	-0.000138	-0.000244
51701.898437	-0.393184	0.000000	-0.000181	-0.000274
51706.500000	-0.276364	0.000000	-0.000175	-0.000159
51711.000000	-0.200916	0.000000	-0.000273	-0.000193
51715.500000	-0.249317	0.000000	-0.000365	-0.000385
51720.000000	-0.283050	0.000000	-0.000329	-0.000499
51724.601562	-0.383732	0.000000	-0.000338	-0.000662
51729.101562	-0.370003	0.000000	-0.000313	-0.000595
51733.601562	-0.152766	0.000000	-0.000218	-0.000275
51738.101562	0.127637	0.000000	0.000005	0.000146
51742.500000	0.359329	0.000000	0.000270	0.000533
51747.000000	0.465255	0.000000	0.000485	0.000754
51751.500000	0.381237	0.000000	0.000583	0.000762
51755.898437	0.202854	0.000000	0.000543	0.000536
51760.398437	0.055569	0.000000	0.000391	0.000185
51764.800781	-0.031233	0.000000	0.000300	-0.000058
51769.300781	-0.036209	0.000000	0.000295	-0.000086
51773.699219	-0.042246	0.000000	0.000259	-0.000077
51778.101562	-0.084196	0.000000	0.000231	-0.000017
51782.500000	-0.089956	0.000000	0.000253	0.000074
51786.898437	-0.046853	0.000000	0.000345	0.000175
51791.300781	-0.085294	0.000000	0.000331	0.000164
51795.699219	-0.115300	0.000000	0.000330	0.000236
51800.101562	-0.063572	0.000000	0.000373	0.000365
51804.500000	-0.055210	0.000000	0.000326	0.000302
51808.898437	-0.107409	0.000000	0.000289	0.000169
51813.199219	-0.155500	0.000000	0.000320	0.000083
51817.601562	-0.276865	0.000000	0.000272	-0.000089
51821.898437	-0.250508	0.000000	0.000252	-0.000058
51826.199219	-0.087467	0.000000	0.000297	0.000198
51830.601562	-0.083280	0.000000	0.000237	0.000156
51834.898437	-0.133715	0.000000	0.000133	0.000041
51839.199219	-0.218588	0.000000	0.000111	-0.000058
51843.500000	-0.269410	0.000000	0.000217	-0.000090
51847.800781	-0.095386	0.000000	0.000253	0.000049
51852.101562	0.099572	0.000000	0.000347	0.000283
51856.398437	0.211326	0.000000	0.000401	0.000452
51860.601562	0.295325	0.000000	0.000330	0.000529
51864.898437	0.354769	0.000000	0.000398	0.000588
51869.101562	0.305975	0.000000	0.000461	0.000449
51873.398437	0.227833	0.000000	0.000358	0.000138
51877.601562	0.298923	0.000000	0.000428	0.000132
51881.898437	0.480037	0.000000	0.000699	0.000486
51886.101562	0.618304	0.000000	0.001009	0.000848
51890.300781	0.552764	0.000000	0.001421	0.001107
51894.500000	0.023556	0.000000	0.001603	0.000789
51898.699219	-1.048939	0.000000	0.001305	-0.000271
51902.898437	-2.309687	0.000000	0.000774	-0.001564
51907.000000	-3.300272	0.000000	0.000259	-0.002578
51911.199219	-3.544051	0.000000	-0.000110	-0.002851
51915.398437	-2.729927	0.000000	-0.000039	-0.001985
51919.500000	-1.075164	0.000000	0.000378	-0.000314
51923.699219	0.646437	0.000000	0.000742	0.001325
51927.800781	1.791745	0.000000	0.000927	0.002286
51931.898437	2.256020	0.000000	0.000943	0.002532
51936.101562	2.199449	0.000000	0.000849	0.002372
